Carimbo de data/hora;NOME DO CONTRIBUINTE;CPF;Data de Atendimento;Tipo de usuário dos serviços;O atendimento prestado foi conclusivo?;Tipo de Atendimento;Se respondeu outro, especifique aqui;Pontuação;Se houver, quantas folhas foram impressas:;IDADE;SEXO;MUNICÍPIO DE RESIDÊNCIA
08/01/2024 09:34:00;Bruno Santos;551.996.182-41;08/01/2024;Pessoa Física;Sim;Abertura de MEI, Outro:;irpf 2024;;2;54;MASCULINO;Itatiaia
13/11/2023 10:42:00;Carlos Alves;409.845.890-50;13/11/2023;Pessoa Física;Sim;Emissão de DARF, Declaração Anual ou Retificadora e informação sobre IRPF;;;0;22;FEMININO;Resende
26/02/2026 09:12:00;Igor Costa;469.721.233-14;26/02/2026;Pessoa Física;Sim;Emissão de DARF;;;10;56;MASCULINO;Volta Redonda
10/08/2026 12:44:00;Carlos Souza;837.288.941-86;10/08/2026;Pessoa Jurídica;Sim;Auxílio à elaboração e orientações sobre a Declaração de Ajuste Anual do IRPF;;;1;25;MASCULINO;Volta Redonda
10/03/2025 15:42:00;Daniela Lima;195.426.657-30;10/03/2025;Pessoa Jurídica;Sim;Abertura de MEI;;;0;31;FEMININO;Volta Redonda
25/11/2026 12:47:00;Ana Souza;967.625.688-66;25/11/2026;Pessoa Jurídica;Não;Abertura de MEI, Outro:;irpf 2024;;0;48;FEMININO;Resende
27/12/2026 13:42:00;Helena Costa;414.938.647-75;27/12/2026;Pessoa Jurídica;Sim;Emissão de DARF, Declaração Anual ou Retificadora e informação sobre IRPF;;;2;67;MASCULINO;Resende
08/01/2025 15:02:00;Eduardo Costa;255.452.126-72;08/01/2025;Pessoa Jurídica;Não;Abertura de MEI;;;3;39;MASCULINO;Porto Real
12/03/2025 08:35:00;Ana Santos;350.569.231-18;12/03/2025;Pessoa Física;Sim;Emissão de DARF, Declaração Anual ou Retificadora e informação sobre IRPF;;;3;51;MASCULINO;Quatis
03/12/2024 16:53:00;Helena Alves;975.292.176-50;03/12/2024;Pessoa Física;Sim;Abertura de MEI, Outro:;NADA;;10;45;MASCULINO;Resende
26/02/2025 15:15:00;Daniela Alves;208.530.134-29;26/02/2025;Pessoa Jurídica;Não;Outro:;COMPENSAÇÃO IR;;3;46;MASCULINO;Barra Mansa
09/01/2024 09:23:00;Ana Ferreira;737.593.585-61;09/01/2024;Pessoa Física;Não;Abertura de MEI, Outro:;irpf 2024;;1;35;MASCULINO;Itatiaia
13/11/2025 09:59:00;Bruno Silva;520.170.932-35;13/11/2025;Pessoa Jurídica;Sim;Declaração de MEI;;;0;64;MASCULINO;Resende
25/11/2025 08:44:00;Igor Silva;291.684.568-15;25/11/2025;Pessoa Jurídica;Sim;Outro:;2023;;1 até 5;58;MASCULINO;Resende
01/10/2026 12:45:00;Daniela Alves;734.908.431-29;01/10/2026;Pessoa Jurídica;Sim;Emissão de DARF, Declaração Anual ou Retificadora e informação sobre IRPF;;;2;60;MASCULINO;Quatis
12/01/2024 14:05:00;Carlos Silva;921.284.148-52;12/01/2024;Pessoa Física;Sim;Emissão de DARF;;;1;58;FEMININO;Porto Real
06/05/2024 17:34:00;Gabriel Silva;386.130.686-29;06/05/2024;Pessoa Jurídica;Sim;Declaração Anual ou Retificadora e informação sobre IRPF;;;0;58;MASCULINO;Volta Redonda
26/06/2025 08:34:00;Fernanda Ferreira;205.748.169-23;26/06/2025;Pessoa Física;Sim;Abertura de MEI;;;1 até 5;43;FEMININO;Quatis
28/01/2025 15:59:00;Bruno Costa;442.274.659-19;28/01/2025;Pessoa Jurídica;Sim;Abertura de MEI, Outro:;SICALC;;0;29;FEMININO;Resende
16/09/2025 14:12:00;Helena Alves;355.859.397-59;16/09/2025;Pessoa Jurídica;Sim;Abertura de MEI, Outro:;12;;0;30;MASCULINO;Resende
04/09/2025 17:15:00;Fernanda Costa;957.511.238-66;04/09/2025;Pessoa Jurídica;Sim;Emissão de DARF;;;0;38;MASCULINO;Itatiaia
20/07/2024 11:27:00;Helena Souza;382.203.203-88;20/07/2024;Pessoa Física;Sim;Declaração Anual ou Retificadora e informação sobre IRPF;;;0;40;MASCULINO;Resende
17/04/2025 10:48:00;Bruno Silva;302.261.213-94;17/04/2025;Pessoa Jurídica;Sim;Outro:;COMPENSAÇÃO IR;;3;54;MASCULINO;Barra Mansa
03/10/2025 15:07:00;Fernanda Silva;465.178.694-82;03/10/2025;Pessoa Jurídica;Sim;Emissão de DARF, Declaração Anual ou Retificadora e informação sobre IRPF;;;0;56;MASCULINO;Volta Redonda
17/04/2025 12:47:00;Ana Ferreira;523.597.439-50;17/04/2025;Pessoa Jurídica;Sim;Declaração de MEI;;;10;57;MASCULINO;Resende
24/09/2026 12:28:00;Ana Silva;112.981.828-59;24/09/2026;Pessoa Jurídica;Sim;Outro:;parcelamento de darf;;1;45;MASCULINO;Itatiaia
17/05/2026 10:14:00;Carlos Silva;548.865.250-93;17/05/2026;Pessoa Física;Não;Outro:;Conta Ouro no Gov;;0;72;FEMININO;Porto Real
10/05/2026 10:24:00;Igor Silva;465.275.256-43;10/05/2026;Pessoa Física;Sim;Declaração de MEI;;;2;21;FEMININO;Itatiaia
03/10/2023 15:39:00;Daniela Souza;183.167.330-80;03/10/2023;Pessoa Física;Sim;Abertura de MEI, Outro:;irpf 2024;;1;25;FEMININO;Resende
25/11/2026 11:21:00;Gabriel Ferreira;147.288.756-11;25/11/2026;Pessoa Física;Não;Emissão de DARF, Declaração Anual ou Retificadora e informação sobre IRPF;;;1;69;FEMININO;Porto Real
12/09/2026 09:35:00;Bruno Silva;376.136.257-23;12/09/2026;Pessoa Jurídica;Não;Emissão de DARF, Declaração Anual ou Retificadora e informação sobre IRPF;;;1 até 5;66;MASCULINO;Barra Mansa
11/02/2024 16:53:00;Carlos Costa;382.722.569-80;11/02/2024;Pessoa Física;Sim;Declaração Anual ou Retificadora e informação sobre IRPF;;;0;35;FEMININO;Quatis
28/01/2025 08:08:00;Ana Alves;926.171.187-57;28/01/2025;Pessoa Física;Sim;Emissão de DARF;;;1;52;FEMININO;Itatiaia
23/07/2024 16:40:00;Bruno Ferreira;795.748.242-70;23/07/2024;Pessoa Jurídica;Sim;Outro:;.;;1;58;FEMININO;Volta Redonda
22/10/2026 09:40:00;Carlos Souza;372.484.773-41;22/10/2026;Pessoa Jurídica;Sim;Abertura de MEI, Outro:;NADA;;2, 3;58;MASCULINO;Itatiaia
12/06/2025 10:24:00;Ana Costa;111.455.539-75;12/06/2025;Pessoa Física;Sim;Abertura de MEI, Outro:;SICALC;;1;48;FEMININO;Barra Mansa
13/11/2026 13:41:00;Bruno Silva;895.193.303-34;13/11/2026;Pessoa Física;Sim;Abertura de MEI, Outro:;12;;1;60;MASCULINO;Itatiaia
28/11/2025 15:55:00;Carlos Alves;704.887.892-23;28/11/2025;Pessoa Física;Não;Abertura de MEI, Outro:;2023;;1;34;MASCULINO;Resende
17/04/2025 14:02:00;Helena Costa;411.399.712-42;17/04/2025;Pessoa Jurídica;Sim;Declaração Anual ou Retificadora e informação sobre IRPF;;;1;35;MASCULINO;Porto Real
12/11/2024 09:27:00;Julia Santos;920.671.300-34;12/11/2024;Pessoa Jurídica;Sim;Outro:;RETIFICADORA;;5;69;MASCULINO;Porto Real
12/01/2026 09:12:00;Eduardo Santos;205.811.599-23;12/01/2026;Pessoa Física;Não;Emissão de DARF, Declaração Anual ou Retificadora e informação sobre IRPF;;;0;35;FEMININO;Barra Mansa
17/04/2025 14:14:00;Daniela Santos;115.350.590-70;17/04/2025;Pessoa Física;Sim;Abertura de MEI, Outro:;irpf 2024;;2;54;MASCULINO;Resende
